
########################################
# I2C, OneByteAddresses
# ClockMatrix (14.2)
# 3/18/2021 9:25:53 AM
########################################


Size: 0x4, Offset: FC, Data: 0x00C01020
Size: 0x11, Offset: 36, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: 48, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: 5A, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: 80, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: 92, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: A4, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: B6, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: C8, Data: 0x0000000000000000000000000000000000
Size: 0x11, Offset: DA, Data: 0x0000000000000000000000000000000000
Size: 0x4, Offset: FC, Data: 0x00CA1020
Size: 0x11, Offset: 00, Data: 0x0000000000000000000000000000000000
Size: 0xC, Offset: 12, Data: 0x010004000000000000004120
Size: 0xE, Offset: 20, Data: 0x0000000004000000000000004124
Size: 0xE, Offset: 30, Data: 0x0000000004000000000000004120
Size: 0xE, Offset: 40, Data: 0x0000000004000000000000004124
Size: 0xE, Offset: 50, Data: 0x0000000004000000000000000324
Size: 0xE, Offset: 60, Data: 0x0000000004000000000000004124
Size: 0x4, Offset: 70, Data: 0x00000000
Size: 0xA, Offset: 80, Data: 0x04000000000000004120
Size: 0xE, Offset: 8C, Data: 0x0000000004000000000000004120
Size: 0xE, Offset: 9C, Data: 0x0000000004000000000000004120
Size: 0xE, Offset: AC, Data: 0x0000000004000000000000004120
Size: 0xE, Offset: BC, Data: 0x0000000004000000000000004120
Size: 0xE, Offset: CC, Data: 0x0000000000000000000000000000
Size: 0xD, Offset: DC, Data: 0x00000000000000000000000000
Size: 0x4, Offset: FC, Data: 0x00CB1020
Size: 0x5, Offset: 00, Data: 0x0000000000
Size: 0x5, Offset: 08, Data: 0x0000000000
Size: 0x5, Offset: 10, Data: 0x0000000000
Size: 0x5, Offset: 18, Data: 0x0000000000
Size: 0x5, Offset: 20, Data: 0x0000000000
Size: 0x5, Offset: 28, Data: 0x0000000000
Size: 0x5, Offset: 30, Data: 0x0000000000
Size: 0x5, Offset: 38, Data: 0x0000000000
Size: 0x6, Offset: 40, Data: 0x000000000000
Size: 0x6, Offset: 48, Data: 0x000000000000
Size: 0x6, Offset: 50, Data: 0x000000000000
Size: 0x6, Offset: 58, Data: 0x000000000000
Size: 0x6, Offset: 60, Data: 0x000000000000
Size: 0x6, Offset: 68, Data: 0x000000000000
Size: 0x6, Offset: 70, Data: 0x000000000000
Size: 0x6, Offset: 80, Data: 0x000000000000
Size: 0x6, Offset: 88, Data: 0x000000000000
Size: 0x6, Offset: 90, Data: 0x000000000000
Size: 0x6, Offset: 98, Data: 0x000000000000
Size: 0x6, Offset: A0, Data: 0x000000000000
Size: 0x6, Offset: A8, Data: 0x000000000000
Size: 0x6, Offset: B0, Data: 0x000000000000
Size: 0x6, Offset: B8, Data: 0x000000000000
Size: 0x6, Offset: C0, Data: 0x000000000000
Size: 0x5, Offset: C8, Data: 0x0000000000
Size: 0x1, Offset: CE, Data: 0x00
Size: 0x1, Offset: D0, Data: 0x00
Size: 0x1, Offset: D2, Data: 0x00
Size: 0x4, Offset: FC, Data: 0x00CC1020
Size: 0x4F, Offset: 00, Data: 0x00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
Size: 0xF, Offset: 50, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: 60, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: 80, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: 90, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: A0, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: B0, Data: 0x000000000000000000000000000000
Size: 0xF, Offset: C0, Data: 0x000000000000000000000000000000
Size: 0x5, Offset: D0, Data: 0x0000000000
Size: 0x4, Offset: FC, Data: 0x00CD1020
Size: 0x7, Offset: 00, Data: 0x00000000000000
Size: 0x7, Offset: 08, Data: 0x00000000000000
Size: 0x7, Offset: 10, Data: 0x00000000000000
Size: 0x7, Offset: 18, Data: 0x00000000000000
Size: 0x6, Offset: 20, Data: 0x000000000000
Size: 0x4, Offset: FC, Data: 0x00CF1020
Size: 0xF, Offset: 40, Data: 0x053564007700306001350535640077
Size: 0x1E, Offset: 50, Data: 0x000000000000000000000000000000000000000000000100000000000000
